ACTI	AC	MBEP	CR	IC	IS	MBEA	EXTRA	SATLD	JOBSAT	GOAL	RETENT	QUIT	ACS	ALT.W	ALT.NW	ALT.P
2.35	3.63	1.43	2.11	4.11	3.5	3.57	2	4	4	3.83	4.5	1	4.75	4.75	4.25	3.75
2.35	3.5	1.57	2.33	4	3.4	4.43	1.67	3	5	3.83	3.75	1.17	1.75	4.25	4	3.75
3.06	4.63	1.29	3.11	4	4.5	3.86	2.33	4	4	4	3.5	1	3.5	5	5	4.5
2.72	4.13	1.71	2.89	3.56	4.2	4.57	2.33	4	5	4	3.25	1	3.5	4.5	5	3.5
2.01	3.63	1.57	2.22	3	3.1	2.43	1	3.5	4	3.83	2.75	1.33	3	5	4	4
1.77	3.5	1.57	1.67	3	2.9	2.71	2	4	4	4.17	3.75	2.33	1	4	2.75	3.5
2.63	4	2.57	3.78	3.44	3.2	4	1.67	4	4	4	3.5	1.33	2	4.25	3.75	4
1.72	3.13	1.71	2	2.67	3	3	0.67	3.5	1	2.17	1.5	4.17	2	4.25	5	4.75
2.04	3.25	2.29	2.78	3.44	2.6	2.86	1.67	3.5	5	4.33	4	1.17	2	5	4.75	4.25
1.99	3.38	2.14	2.33	2.78	3.4	3	0.67	3	4	3.17	3	1	1.75	2.5	2.5	3.5
1.15	1.88	2.86	1.67	2	2.9	3.29	0.67	2	5	3.5	3.25	1	2.5	3.75	3.75	4.75
1.15	1.88	2.29	1.67	2	2.9	3.29	0.67	2	5	3.5	3.25	1	2.25	3.75	3	4.75
2.4	3.88	2.14	2.22	3.44	4	3.57	2.67	3	2	2.67	1.5	1	1.5	3.75	3.5	4
2.66	3.38	2.14	3	4	4.2	4.57	2.33	2.5	4	3.17	3	1	1.5	4.25	3.25	4
2.9	4.13	2.14	3.56	3.78	4.2	3.29	2.33	4	5	4	3.25	2	4.5	4.5	4.75	4.5
1.89	3.88	2.86	1.67	3	3	3.71	0.67	3	3	1.83	1.5	3	1	4	3.5	2.75
2.63	4	1.57	2.22	3.67	4.5	2.43	3.67	4	5	3.33	3.25	1	1.75	3.25	1.5	3.25
2.78	4.25	1.86	3.11	4	3.6	3.43	3	3.5	4	3	1.33	1	2.5	3.5	3	3.75
2.12	4.25	1.71	2.22	2.89	3.1	2.71	1	3.5	4	3.33	2.5	2.5	3.25	3.5	2	3.5
3.25	4	2	3.44	4.78	4.7	4.29	4	4	4	3.33	1.67	1	3.25	4	3.5	3.75
1.65	3	2.29	2	2.56	2.9	3	1	3	4	4	3.25	1	3.5	4	3.75	4
1.5	3	3.43	2.22	2.67	2.2	2.43	1	2	4	3.33	4	1	4.25	4.5	4.25	3.75
1.34	2.5	2.29	2.11	2	2.8	2.43	2	1.5	5	4.83	4.75	1	5	5	5	5
1.13	2.5	3.57	1.78	1.78	2.4	2.29	0.67	1.5	2	3	2.75	3.17	1	5	4.75	3.25
1.41	3	1.57	1.44	2.44	2.7	2.43	0.33	2.5	4	3.33	4	2	2	4	3.5	3.25
2.38	4.13	2.71	3	3	3.4	3.57	2.33	3	#NUL!	4	4.75	1	4.5	5	3.75	4.5
1.23	3	2.43	1.33	1.78	2.9	3.43	0	2	4	3.5	2.75	2.5	2.75	5	4.75	3.75
1.49	2.63	3	2.22	2.56	2.5	3.86	1.33	2	2	2.83	3	3.5	2.5	3.75	4	3
1.7	2.75	3.14	2.67	2.44	2.9	3.71	0.33	1	4	3.67	3.25	1	2.75	5	4.75	4.5
2	4	3.14	2.11	2.44	3.4	3	1.33	2	4	2.83	1.75	1.83	3.25	4	3.25	4.25
1.96	3.13	1.71	1.89	3.89	3.1	2.14	2	3	4	3.67	3.25	3	3	5	3.5	4.75
2.41	3.5	2.43	2.89	3.56	3.6	3.43	2.33	3	4	3.67	3	1	2.25	5	4.75	3.75
2.32	3.25	2.14	3	3.78	3.2	3	3	3	4	2.67	2.75	1.5	1.75	4.5	4	4.5
2.51	3.75	2.14	2.78	3.78	3.7	3.14	3	3	4	4	4	1	1.75	3.5	3.5	3.33
3.46	4.63	1.29	4.33	4.67	4.2	4.14	3.67	4	5	4.33	3.5	1	2	4.25	2	4.75
2.31	4.13	1.71	1.44	4	3.6	3.86	3	4	5	3.33	3.25	1	2.25	4.25	3.25	4
2.79	4.38	2.29	1.78	4.78	4.2	4.29	3	4	5	4.5	3.5	1.17	1.25	4.5	4.5	3.75
2.42	3.88	1.86	2.22	3.89	3.7	3.14	3.33	3.5	4	4.67	3.5	1.67	3.75	3.25	3	4
2.33	3.13	2	3	3.78	3.4	2.57	3	4	4	4	3.5	1.17	3	4	3.25	4
3.28	4.88	1.43	3.44	4.56	4.2	4	4	4	5	4.33	3.75	1	3.5	5	4.25	4.25
1.93	3.5	2.57	3	2.89	2.2	4.29	2.33	3	4	3.5	4	1.5	3.25	4.25	3.5	3.75
2.2	4	2	2.33	2.89	3.6	3.57	1.33	3.5	4	3.83	3	1	1	4.5	2.75	3.5
3.23	4.13	1.86	3.78	4.33	4.6	3.86	3	4	5	4	3.25	1	2.75	4.5	3.75	5
2.79	4.38	1.57	3	3.78	3.9	2.71	3.33	4	5	3.67	4	1	1.5	4.75	2.5	4.5
2.14	3.63	2	1.67	3.33	3.9	3.71	2.33	3.5	4	4	3	1	1.5	4.75	4	4
3.58	4.25	1.43	4.56	4.67	4.8	3.86	2.67	3	4	4.67	5	1	4	4.5	4.25	5
2.85	4	2.14	3.56	4.22	3.6	3.86	3	3.5	5	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.42	4	1.71	2.33	3.67	3.7	4.14	2	3.5	4	3.6	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3	4	1.71	3.78	4.11	4	3.86	2.67	4	4	4.17	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.99	3.75	1.86	3.89	4.11	4.2	4.29	2.33	3	5	4.83	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.16	3.63	1.29	4	4.67	4.4	4.43	3.67	4	5	3.67	1	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.29	3.5	4	2.67	3.22	3.7	3.43	1	2	5	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.87	3.88	2	3.22	4.22	4.1	3.14	3.67	3.5	5	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.79	3.88	2.14	1.67	3	2.6	3.86	2.33	2.5	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.14	4.75	1.43	3.67	4.22	3.9	4	4	3.5	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.72	4.88	1.43	4.22	4.89	4.9	1.86	4	4	5	4.33	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.93	4.38	2.14	3.89	4	3.5	4.14	3.33	4	5	4.2	4.67	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.92	3.38	2.29	2.11	2.78	3.4	4	1.67	3	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.08	2.75	2	2.67	3.33	3.6	4.14	2	3.5	4	4.17	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.08	3.5	2.14	2.44	2.67	3.6	3.14	1	2	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.1	4.25	1.14	2.78	4.44	4.8	3.57	3	4	4	4.17	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.03	4.5	1.43	3.22	4.56	3.8	3.71	3.67	4	4	4.5	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.44	3.88	2.29	3.56	3	3.3	2.43	2.67	3	4	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.99	3	3.43	2.89	3.11	3	2.71	1.33	2	3	3.83	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.83	3.75	1.86	2.11	2.89	2.5	3	0.67	2.5	1	3.8	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.76	2.88	3.29	2.78	2.78	2.6	2.43	1.33	1.5	4	2.5	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.48	3.75	1.71	3.22	3.67	3.2	2.71	2	3	4	3.83	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.81	4.25	2.71	3.78	4	3.2	3.14	2.67	2	4	2.17	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.38	4.75	1.43	3.89	4.33	4.5	3.43	3.33	3.5	4	4.67	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.51	4.38	1.43	4.44	4.56	4.6	4.14	4	4	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.69	4.5	1	4.67	4.89	4.7	4	4	4	5	4.33	1	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.05	4.5	1.43	3.11	4.44	4.1	3.71	4	3.5	4	4.83	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.51	3.5	2	3.11	3.67	3.7	3	3	3	4	3.5	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.34	4.13	2.57	3	3.33	2.9	2.71	2.33	3	4	3.67	4.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.88	4.63	1.29	3.44	3.67	3.7	3.43	3.67	4	5	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.7	3.75	2.57	3.44	3.78	3.8	3	2.67	3	4	3.33	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.26	3.13	2.43	2.78	3.33	3.8	3.86	2.33	3	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.88	2.75	3.71	2.67	3.11	3	2.86	2.33	0	2	3.5	1	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.17	3.38	1.57	2.33	3.11	3.9	2.57	2	3	5	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.97	2.75	2.71	2.67	3	3.4	3.29	2	3	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.36	3.75	2.71	3.22	3.22	3.3	3.14	2	2.5	5	4	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.31	4.25	2.86	2.78	3.22	2.9	3.71	1	3.5	5	3.33	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.95	4.25	1.71	3.67	4.22	3.6	4	2.67	3.5	4	4.33	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.1	3.25	2.14	2.67	3.22	3.3	3.57	2.33	3	4	3.17	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.6	4.13	2.57	2.89	4	3.3	4	2.33	3	4	3.33	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.55	2.88	2.71	2.22	2.33	2.6	3	1.67	2.5	5	4.33	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.08	3.63	2.86	2.22	3.56	2.9	2.57	2	3	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.63	2.5	2.57	2.56	2.56	2.9	3.14	1	2.5	4	3.83	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.28	3.38	2.14	2	4.11	3.6	3.86	1.67	2	4	3.67	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.94	2.88	2.71	2.22	3.22	3.4	3	2.33	2.5	4	3.17	1.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.5	3.25	2.14	3.11	3.78	3.7	3.29	1.33	2	4	3.5	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.52	3.75	1.14	3.56	3.44	3.3	3.29	1.67	3	5	4.67	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.29	3.63	2.14	2.22	3.78	3.5	3.29	1.33	4	4	4.67	2.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.23	3.63	2.71	2.33	3.78	3.1	3	2.33	2.5	4	2.83	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.85	2.63	3.86	3	3	2.8	3.14	1.33	1.5	2	1.83	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.17	2.25	3.86	1.89	2.22	2.2	2.43	1	1	4	3.67	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.25	2.13	4.43	2.56	2.33	2	2.71	1	1	3	2.5	2.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.49	2.38	4.14	2.33	2.67	2.6	2.29	1	2	4	3.67	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.42	2.38	3.29	2.44	2.56	2.3	2.57	0.67	1	2	2.83	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.8	3.38	1.43	3.44	4.22	4.1	2.43	3.33	3	4	4.17	4.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.67	3	3.29	2.11	3.11	2.5	2	0.67	2	5	5	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.05	3.88	2.14	4.22	4.33	3.7	3.86	3.33	3.5	5	4.2	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.63	2.75	3.29	2.44	2.67	2.6	2.86	0.67	1	2	2	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.53	2.88	3.29	2	2.56	2.6	2.86	1	1	4	2.33	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.04	1.63	4	1.67	2.67	2.2	2.29	0.33	0	3	1.5	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.61	1.5	4.86	1.56	1.44	1.9	2.14	0	0	1	1.67	2.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.24	3.25	2.14	2.78	3.33	3.5	3.71	1.33	2.5	4	4.17	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.93	3.88	2.43	3.78	3.89	4.1	3.71	3	3	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.94	3.5	1.43	2	3.67	2.6	2.57	2	3	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.47	3.75	1.86	2.44	3.67	4	3.29	3	3	4	3.83	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.27	4.63	1.57	3.33	4.78	4.3	2.86	3.33	4	4	4.33	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.76	3.63	2.43	3.78	4.11	3.5	3.14	2.33	3	4	4.17	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.29	4.38	1	3.89	4.56	4.3	3.29	3.33	4	4	4.33	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.53	3.38	2.86	2.89	3.89	3.9	3	2.33	2.5	5	3.67	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.78	3.75	1.71	3.11	4.33	3.9	3.43	2	3.5	5	4.67	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.44	3.25	2.29	3.22	3.78	3.5	3.57	2	3	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.56	4.38	1.14	1.89	4.11	3.8	4.14	2.33	3	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.25	2.25	4	1.78	2.33	2.6	3.86	1	1	4	2.5	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.35	3.25	2.71	2.78	3.78	3.6	3.29	2.33	2.5	5	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.85	1.88	3.57	2	2.22	1.3	3.29	0	1	3	1.83	1.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.53	3.5	1.86	3.67	3.56	3.4	3.71	1.67	3	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.83	3	3.29	2.33	3.11	2.9	2.71	2	1	4	3.6	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.75	2.13	4.71	1.22	1.56	2.2	1.86	1	1	2	3.17	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.1	3.5	2.29	2.67	3.11	3.1	4	2	3.5	4	3.83	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.87	3.25	2.43	2.44	3	2.7	3.71	1	3	4	3.67	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.31	3.5	2.29	3.56	3.22	3	4.29	2	2	4	3	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.54	3.25	2	3.78	3.44	3.6	3.57	2	2	4	4.17	3.75	4	#NUL!	#NUL!	#NUL!	#NUL!
3.23	4.5	1.29	4	4.33	4.1	3.57	3.67	4	2	3.33	2.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.24	3.38	1.71	2.67	3.33	3.6	2.43	2	3	4	3.33	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.32	3.38	1.29	2.78	3.67	3.5	3.43	2	2.5	5	4.33	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.07	3.75	1.86	3.44	4.67	4.4	3.86	2.33	3	4	4.5	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.9	4.25	1.57	3.56	3.89	3.9	3.29	2.67	3.5	4	3.5	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.03	4.63	1.71	3	4.44	4.1	3.71	3.33	4	4	5	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.13	4.75	1.57	3.44	4.22	4.1	2.43	2.67	3.5	5	4.5	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.16	4.5	1.14	3.22	4.44	4.4	4.29	3	4	5	5	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.87	2.88	3	2.56	3	3	3.14	1.33	2	4	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.7	2.63	2.43	2	3	3.1	2.86	1.67	3	3	3.33	2.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.1	4.13	2.14	3.56	4.33	4.4	2.43	3	3.5	5	3.83	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.63	2.63	3	2.11	2.67	3.1	3.29	1	2	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.73	2.13	3.14	3.11	2.67	2.9	3.29	2.33	3	2	3.6	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.71	3.25	2.86	2.33	2.67	2.5	2.29	1.33	1.5	2	2.83	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.16	3.13	2.71	3.22	2.78	3.4	4.71	1.67	2	4	4.17	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.63	2.75	3.43	2.78	2.44	2.5	3	0.67	1	5	2.83	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.62	2.38	3.57	2.11	2.56	3.4	1.57	1.33	0.5	4	3.67	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.81	2.63	3.14	2.33	2.89	3.4	2.57	1.67	1	#NUL!	4.17	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.96	3.75	2.29	3.89	4.33	3.9	3.29	3	3	4	4.67	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.62	2.5	3.71	1.67	3.11	3.2	3	1.33	2	4	3.83	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.26	4.13	1.86	4.22	4.44	4.2	3.57	3.33	4	5	4.83	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.24	4.63	1	3.56	4.56	4.2	4	3.33	3.5	4	3	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.51	2.63	4	4.89	3.11	3.4	4.14	4	4	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.22	2.88	2	2.78	3	4.2	4	2	2	4	4	1.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.5	2.88	3.14	3.67	3.89	3.6	3.43	3	3	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.06	2.75	3	1.22	2.22	2.1	1.86	0.33	0.5	4	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.17	4.13	1.43	4	4.22	4.3	3.57	3	3	4	4	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.33	2.75	3.57	2	2.22	2.3	2.71	1.33	1	3	2.33	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.58	4.63	1.86	4.11	4.89	4.7	3.14	3.33	4	4	4.83	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.21	2.88	2.71	3.78	3.22	2.9	3.57	1.67	2	4	4.33	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.49	2.5	3.14	2.22	2.56	2.7	2.14	0.67	1.5	4	4	4.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.14	2.88	2.29	2.89	3.67	3.1	2.71	2	3	4	4.33	4.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.36	2.13	3.14	2	2.44	3	2.71	0	1	5	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.94	3.75	2.29	3.67	4.11	4.2	3.57	2.67	3	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.63	2.75	2.14	2	3.11	2.7	3.43	1.33	3	4	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.82	3.63	3	4	4	3.7	4	3.33	3.5	4	3.75	3.33	4	#NUL!	#NUL!	#NUL!	#NUL!
3.13	4	1.57	3.78	4.78	3.9	2.86	3.67	4	4	4.5	3.67	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.28	3.75	2.29	2.22	3.33	3.7	4.29	2	2	4	4	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
3.04	4	1.71	3.44	4.22	4.4	3	4	4	5	5	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.08	3.25	2.14	2.22	3.44	3.3	2.57	2.67	#NUL!	4	4.67	5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.39	3	2.57	1.67	2.22	2.6	3.14	0.67	#NUL!	4	3.83	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.91	3.25	2.14	2.11	3.67	2.7	2.14	1.67	#NUL!	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.74	3.13	2	2.22	2.89	2.6	3.29	1	#NUL!	4	4.17	4.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.4	3	2.86	1.33	2.33	2.9	3.71	1.33	#NUL!	4	3.33	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.72	3.38	3	1.44	3.22	2.7	3.71	1.67	#NUL!	5	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.13	3.63	2.57	2.33	3.33	3.2	3.71	1.67	#NUL!	5	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.49	2.38	1.86	2.11	2.44	3	2.43	0.67	#NUL!	4	3.33	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.92	2.5	4.14	1.22	2.22	1.7	3.86	0	#NUL!	4	4	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.76	4.13	1.86	3.22	3.89	3.8	3.57	3	#NUL!	4	4.5	4.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.95	2.88	4	1	2.33	1.6	2.71	0.67	#NUL!	2	3.5	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.31	3.38	1.57	2.33	3.67	3.8	3.57	2.33	#NUL!	4	4	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.83	3	2.86	2.78	3	2.5	3.29	1	#NUL!	4	3	2.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.94	2.25	3.29	1.44	2.22	1.8	3.14	1	#NUL!	4	3.5	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.91	3	3.14	2.11	3.67	2.8	3.71	1.33	#NUL!	4	4.17	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.4	3.88	1.86	2.56	4	3.1	3.29	3.33	#NUL!	5	4.17	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.45	3.38	3.57	2.11	2.11	2.2	3.57	1	#NUL!	4	4.17	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.83	3.5	2.71	2.33	3.11	2.4	2.57	0.67	#NUL!	4	3.83	3.75	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.42	2.63	2.71	2.11	2.78	2.2	3.71	1.33	#NUL!	4	3.5	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.77	3.75	1.57	2	2.33	2.9	2.29	0.67	#NUL!	4	4.5	4.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.11	2.63	3.14	1.67	2.11	2	3.86	1	#NUL!	5	4	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.35	3.38	2.43	1.44	2.67	2	2.43	1	#NUL!	4	4	3.25	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.22	1.38	4	1	1	1.5	3.29	0.33	#NUL!	2	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.97	2.25	3.29	1.22	2.11	2.2	2.71	0.67	#NUL!	4	3.33	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.23	3.13	2.57	2.44	3.67	3.6	3.43	2	#NUL!	2	3.83	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.57	3.13	2.29	1.78	2.78	2.6	2.71	1.33	#NUL!	4	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.31	2.63	4	2.11	2.22	2.3	3.57	1.67	#NUL!	2	3.17	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.51	2.63	2.29	2.11	2.67	2.6	2.71	1.33	#NUL!	3	4	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.9	3.13	2	2.33	2.89	3.2	4.14	1.33	#NUL!	4	4.17	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.91	3.5	2.14	1.56	3.44	3	2.86	0.33	#NUL!	4	4.5	2	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.95	2.25	3	1.78	1.89	1.8	3.14	1	#NUL!	4	4.33	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
2.26	3.75	2	2.44	3.44	3.3	2.86	2	#NUL!	4	3.5	3.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
0.53	1.75	4	1.11	1.89	1.3	2.14	0	#NUL!	2	3.5	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.15	2.88	3.14	2	2.22	1.5	2.57	0	#NUL!	4	3.67	2.5	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.26	2.5	2.86	2	2.22	2.3	2.14	1	#NUL!	5	4.67	4	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
1.07	2.5	3.29	2.11	1.67	1.9	2.14	0.67	#NUL!	4	4	3	#NUL!	#NUL!	#NUL!	#NUL!	#NUL!
